,pc1,pc2,pc3,target,class
0,0.3617043452227628,0.2849451595934675,0.41951137901659546,1,mak
1,-0.9633400632161175,0.21431311772178166,0.042745951821990445,1,mak
2,0.6050030432293739,0.44752991117690444,0.6652022243019217,1,mak
3,0.28927535088955125,0.466657009036483,0.5099320976585625,1,mak
4,0.6477128965900996,1.1472608761613419,1.6270951541686867,1,mak
5,0.8007800733344362,0.33096769902345147,0.910593008249889,1,mak
6,-0.3155322773128795,0.4441326960178232,0.37121493332814953,1,mak
7,0.7106878652862132,0.14745167044522414,0.5834521596301802,1,mak
8,0.743378367926753,1.2438964051694543,2.025258490082205,1,mak
9,-0.5925366850830591,0.11317902519798291,0.18597821744412843,1,mak
10,0.7515060357722104,1.2430898608288725,2.027553144926099,1,mak
11,0.12769946380816885,0.24393484714279712,0.6499492604527013,1,mak
12,0.3503026421546347,0.7297054524013397,0.5459220989164145,1,mak
13,0.22929678161207387,0.376336386017598,0.5653298754924228,1,mak
14,-0.9934307439338556,0.21036367059431554,0.03407588980575172,1,mak
15,-0.2405190698397921,0.44983231741758223,0.6774029005290808,1,mak
16,0.3513995399756521,0.7276913582824565,0.5445105814949438,1,mak
17,-0.8201725810483296,0.44578796689561656,0.49330634736425966,1,mak
18,0.3075674906493025,0.708382868433644,0.6034792987263813,1,mak
19,0.4470530916331053,0.6926677893913551,0.9102864406601748,1,mak
20,0.3442757610125201,0.09318507771981442,0.39860726742176256,1,mak
21,-0.04434857108069803,0.16109240381299622,0.2535038476780042,1,mak
22,0.2683028903980165,0.0470120449138132,0.2910188526084545,1,mak
23,0.12918744550952335,0.24231300235934372,0.6504170605401688,1,mak
24,-0.3155322773128795,0.4441326960178232,0.37121493332814953,1,mak
25,1.2365391924206184,0.3117245761586096,0.5778120538703342,1,mak
26,-0.3033120049207916,0.4456938674152258,0.6285165553810491,1,mak
27,-0.9893914457585511,0.20739914739023907,0.03242429247476375,1,mak
28,-0.990774319404802,0.2073851713925861,0.033693613788013985,1,mak
29,0.8012523962138834,0.3310780390200693,0.9108543952758713,1,mak
30,-0.16158217967062904,0.7919090473548198,0.4003193224284922,1,mak
31,-0.020762693966722333,-0.03123099170060406,-0.22209622593724698,1,mak
32,-0.3186520335459235,0.43502500969217867,0.36285736311752487,1,mak
33,0.2777872684086251,0.5740945795312432,0.699293828709805,1,mak
34,-0.046054111329786644,0.2715341967761266,0.5537146510956312,1,mak
35,0.33542957931279505,0.1321561855910579,0.2500637312911139,1,mak
36,0.18176516073526328,0.21990948921991546,0.30580546377225226,1,mak
37,-0.43626747673989535,0.06373277333655084,-0.07552331266258701,1,mak
38,-0.08858683722620181,0.24560421312909989,0.1780246125556695,1,mak
39,0.44575283403431837,0.14219460938243522,0.489270833587611,1,mak
40,0.02235656239690734,0.18340076301503108,0.3135971150042759,1,mak
41,-0.1369278862877644,0.8063216806151458,0.5329948293251868,1,mak
42,0.7770183873242652,0.17263873438840285,0.8142817945629988,1,mak
43,-0.319441137696289,0.4354504217281285,0.3639157504396815,1,mak
44,0.7816604036773027,0.1774744270046377,0.8188446072062358,1,mak
45,0.7002476108494479,1.2496795334700705,1.9779591419879747,1,mak
46,-0.9621540683400895,0.20237690657451068,0.03314807079181645,1,mak
47,-0.11153883268806931,0.13528800129481552,0.24483001958341533,1,mak
48,-0.07158134869387012,0.31309666272215775,0.5249821976481557,1,mak
49,0.002630859151470406,0.18915851726231728,0.3137517793159072,1,mak
50,0.8031029934114505,0.3335818199102602,0.9138423565143807,1,mak
51,-0.15330394428108396,0.4131838236100825,0.5637844758760319,1,mak
52,0.705490127090114,1.2526663803459304,1.9793508708236258,1,mak
53,0.34912612824429573,-0.03598875551503072,0.13603001791767821,1,mak
54,-0.8800139397699331,0.21908869895303498,0.10756430316219893,1,mak
55,-0.37694059132212565,0.20006987144060395,0.3155142444159351,1,mak
56,0.5497025590184448,0.5005092403730511,0.6691634773712397,1,mak
57,-0.7315205909846906,0.42226043701002286,0.3641989717002626,1,mak
58,-0.9414687651104471,0.21774007069356693,0.05836524701679357,1,mak
59,-0.965003432970319,0.23828017477288135,0.19933294610909083,1,mak
60,0.7913204687627362,0.4081181124259818,1.058732382523741,1,mak
61,0.4866461475681511,0.9256523413592577,1.2511825373470644,1,mak
62,-0.27510079934827375,0.25317961049097604,0.2399670908158913,1,mak
63,0.3704690549040505,0.59259796814121,0.7720515793987276,1,mak
64,-0.2666301758949318,0.33876589318832806,0.37227834594641446,1,mak
65,-0.3192890841040683,0.16960059454135928,0.248587805585402,1,mak
66,-0.20443580441608553,0.27798528133843287,0.3415597904327938,1,mak
67,-0.10843617037213862,0.14102259382431626,0.28986530532344584,1,mak
68,-0.049988193123949684,0.41575212566099845,0.7595457231776521,1,mak
69,-0.07573224697427844,0.8238600807060923,0.571039656053873,1,mak
70,0.13690475311699019,0.20765902438116077,0.299889517895588,1,mak
71,0.20046688892809367,0.2055716898632616,0.2847292524484678,1,mak
72,-0.263033371385067,0.27724951473129705,0.4018221168771691,1,mak
73,-0.1258618176644002,0.15446314688203994,0.2343255635873688,1,mak
74,-0.9906322083346737,0.2076869759835656,0.03329675218748974,1,mak
75,0.3989551710697668,0.8242783300402022,0.6917918137534409,1,mak
76,-0.248672388976428,0.250212894004545,0.2677109345986165,1,mak
77,0.327557621024886,0.3385144441047925,0.6039343950806579,1,mak
78,-1.4627362013332024,0.0823634237934259,-0.19745874663652863,1,mak
79,0.9414650721516786,0.21081366913699745,0.09679239007777717,1,mak
80,-0.1324769404789477,1.0858690226843075,0.974789248311228,1,mak
81,0.34886405372625084,-0.035893979594881976,0.1359239563576251,1,mak
82,0.5668624252111256,0.1123899786379361,0.2995078386947311,1,mak
83,0.4112557484185605,0.5728013405398681,0.43021551803964564,1,mak
84,0.5622196881790114,0.11788959966498852,0.29551303791548217,1,mak
85,0.40852161378233526,0.7251517552043133,0.5574773127545678,1,mak
86,-0.7721626112068916,0.37590078417469336,0.2915300900184819,1,mak
87,-0.11200569414761104,0.14204915946054444,0.24937071212130674,1,mak
88,0.5484035700357519,1.0140296447102286,1.4856959580450546,1,mak
89,0.3545112305642932,0.16887951121804837,0.8181297314615942,1,mak
90,0.3488002750019808,-0.035879092400211504,0.13600426825665812,1,mak
91,-0.04226022715612096,0.07001993729397764,0.2644457954760891,1,mak
92,-0.14126208914854207,0.13896487599038043,0.21378901059975652,1,mak
93,-0.3221221307721174,-0.038701566308988106,-0.22166700955464397,1,mak
94,-1.4627362013332024,0.0823634237934259,-0.19745874663652863,1,mak
95,-0.9838056725342521,0.20449495730867281,0.034540804614898654,1,mak
96,1.1712483162772651,0.37128788966705134,-0.5795018276005599,2,csproj
97,1.055261226955989,0.5782385761316411,-0.47722805541170865,2,csproj
98,0.8064480476649551,0.5384693430862207,-0.5919582858579036,2,csproj
99,1.049952255862409,0.463630689009053,-0.5055661886201998,2,csproj
100,0.8824189892044524,0.7075690560931024,-0.7284418199601548,2,csproj
101,1.0077104211992285,1.2384658986433938,0.3486999035459501,2,csproj
